LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2010825-DCA,Active,JACOB SOUL FOOD RESTAURANT-373 W 129 STREET CORP.,,373,LENOX AVE,NEW YORK,NY,10027,Unenclosed,429,10,20,41409219,40.810305,-73.94389897,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,5315-2016-RSWC,Unenclosed,429,10,20,Application Review Completed,8/15/2016,4/15/2018,,3/28/2016,Ready For Review,3/28/2016,Approved,6/7/2016,Proceed,5/25/2016,Review Period Expired,5/25/2016,Waived,5/25/2016,,,Approved,8/15/2016,Approved,8/15/2016,Issued,8/15/2016
,Inactive,"WINSOME FOODS, LLC",WIN SON,159,GRAHAM AVE,BROOKLYN,NY,11206,Unenclosed,,19,38,50048806,40.70744545,-73.94336155,301,34,http://www.nyc.gov/brooklyncb1,476-2017-ASWC,Unenclosed,,19,38,Pending Review,1/17/2017,,,1/13/2017,Ready For Review,1/17/2017,Review Completed,1/17/2017,Pending Review,1/17/2017,Review Period Expired,3/6/2017,Recommendation Issued,3/6/2017,SWC Public Hearing,3/8/2017,Pending Review,3/6/2017,Pending Review,,Pending Review,
2006952-DCA,Active,LITTLE DOKEBI INC.,LITTLE DOKEBI,85,DRIGGS AVE,BROOKLYN,NY,11222,Unenclosed,267,11,28,50003236,40.72306815,-73.94239945,301,33,http://www.nyc.gov/brooklyncb1,33467-2016-RSWC,Unenclosed,267,11,28,Pending Review,3/21/2017,6/19/2017,6/19/2017,12/29/2016,Ready For Review,12/29/2016,Issued Temp Op Letter,12/30/2016,Pending Review,12/29/2016,Review Period Expired,2/19/2017,Waived,2/23/2017,,,Review Period Expired,3/16/2017,Pending Review,,Pending Review,
1392177-DCA,Active,BASIL LLC,BASIL,268,KINGSTON AVE,BROOKLYN,NY,11213,Unenclosed,234,5,19,41460683,40.67026973,-73.94227562,308,35,http://www.brooklyncb8.org/,18082-2015-RSWC,Unenclosed,234,5,19,Application Review Completed,8/20/2015,4/15/2017,,4/27/2015,Ready For Review,4/27/2015,Approved,6/19/2015,,,Review Period Expired,6/16/2015,Waived,6/16/2015,,,Approved,7/24/2015,Approved,7/24/2015,Issued,8/5/2015
2027050-DCA,Active,"WA-HI DINER, LLC",WA-HI DINER,3915,BROADWAY,NEW YORK,NY,10032,Enclosed,322,8,24,50001282,40.83841273,-73.94204661,112,7,http://www.nyc.gov/html/mancb12/html/home/home.shtml,2866-2014-ASWC,Enclosed,322,8,24,Application Review Completed,7/18/2016,5/15/2017,,3/12/2014,Ready For Review,3/17/2014,Approved,8/31/2015,Proceed,6/15/2015,Review Period Expired,6/16/2015,Recommendation Issued,8/19/2015,SWC Public Hearing,,Approved,10/2/2015,Approved,10/2/2015,Issued,7/18/2016
1463574-DCA,Active,164 BROAD CORP.,HEIGHTS TAVERN,3910,BROADWAY,NEW YORK,NY,10032,Unenclosed,418,18,36,41721673,40.83807219,-73.94166383,112,7,http://www.nyc.gov/html/mancb12/html/home/home.shtml,1045-2016-RSWC,Unenclosed,418,18,36,Application Review Completed,1/20/2017,12/15/2017,10/31/2016,2/11/2016,Ready For Review,2/11/2016,Approved,8/15/2016,Pending Review,2/12/2016,Review Period Expired,4/3/2016,Waived,8/12/2016,,,Approved,1/20/2017,Approved,1/20/2017,Issued,1/20/2017
1388443-DCA,Active,ANTIKA PIZZERIA INC.,ANTIKA,3924,BROADWAY,NEW YORK,NY,10032,Unenclosed,204,10,20,41554118,40.83860447,-73.94128028,112,7,http://www.nyc.gov/html/mancb12/html/home/home.shtml,25573-2015-RSWC,Unenclosed,204,10,20,Application Review Completed,12/7/2015,9/15/2017,,8/24/2015,Ready For Review,8/24/2015,Approved,10/15/2015,Pending Review,8/24/2015,Review Period Expired,10/14/2015,Waived,10/15/2015,,,Approved,12/7/2015,Approved,12/7/2015,Issued,12/7/2015
2006621-DCA,Active,ONE STOP BEER SHOP LLC,ONE STOP BEER SHOP LLC,134,KINGSLAND AVE,BROOKLYN,NY,11222,Unenclosed,238,11,22,41631052,40.72106912,-73.94073447,301,34,http://www.nyc.gov/brooklyncb1,6319-2016-RSWC,Unenclosed,238,11,22,Application Review Completed,7/22/2016,4/15/2018,7/25/2016,4/8/2016,Ready For Review,4/8/2016,Approved,4/9/2016,Pending Review,4/9/2016,Review Period Expired,5/30/2016,Waived,6/1/2016,,,Review Period Expired,6/22/2016,Approved,7/22/2016,Issued,7/22/2016
2006717-DCA,Active,BROADWAY & 166TH LLC,DALLAS BBQ,3956,BROADWAY,NEW YORK,NY,10032,Unenclosed,440,12,48,40752294,40.83924088,-73.94057499,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,27345-2015-RSWC,Unenclosed,440,12,48,Application Review Completed,1/14/2016,4/15/2018,,10/16/2015,Ready For Review,10/16/2015,Approved,12/7/2015,Pending Review,10/16/2015,Review Period Expired,12/6/2015,Waived,12/7/2015,,,Approved,1/14/2016,Approved,1/14/2016,Issued,1/14/2016
1075763-DCA,Active,"BROADWAY & 166TH, L.L.C.",DALLAS BBQ,3956,BROADWAY,NEW YORK,NY,10032,Enclosed,411,19,48,40752294,40.83924088,-73.94057499,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,92-2013-RSWC,Enclosed,411,19,48,Application Review Completed,7/16/2015,5/15/2017,7/15/2015,7/15/2015,,,Approved,,Proceed,3/31/2015,Review Period Expired,5/11/2015,Recommendation Issued,5/11/2015,SWC Public Hearing,,Review Period Expired,6/1/2015,Approved,6/6/2015,Issued,7/16/2015
2039797-DCA,Inactive,PEQUE VINOS & TAPAS LLC,Peque Vinos & Tapas LLC,231,W 145TH ST,NEW YORK,NY,10039,Regular Unenclosed/Small Unenclosed,154,4,8,50035661,40.82254741,-73.94032975,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,1026-2016-ASWC,Regular Unenclosed/Small Unenclosed,154,4,8,Application Review Completed,9/8/2016,4/15/2018,,2/1/2016,Ready For Review,2/10/2016,Approved,3/30/2016,Pending Review,3/29/2016,Review Period Expired,5/20/2016,Recommendation Issued,5/27/2016,SWC Public Hearing,5/18/2016,Review Period Expired,7/28/2016,Approved,9/8/2016,Issued,9/8/2016
,Inactive,SJD 220 CORP,BREAD BROTHERS BAGEL CAFE,220,BUSHWICK AVE,BROOKLYN,NY,11206,Unenclosed,,3,6,50004483,40.70825623,-73.94007498,301,34,http://www.nyc.gov/brooklyncb1,2951-2017-ASWC,Unenclosed,,3,6,Pending Review,3/10/2017,,,3/9/2017,Ready For Review,3/9/2017,Under Review,3/10/2017,Pending Review,3/10/2017,Pending Review,3/10/2017,Pending Review,,SWC Public Hearing,4/26/2017,Pending Review,,Pending Review,,Pending Review,
2042126-DCA,Active,THE ELEMENT RESTAURANT GROUP INC,181 CABRINI,854,W 181ST ST,NEW YORK,NY,10033,Unenclosed,324,11,22,41351011,40.85108121,-73.939921,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,7782-2016-ASWC,Unenclosed,324,11,22,Application Review Completed,9/8/2016,9/15/2018,,6/10/2016,Ready For Review,6/10/2016,Approved,6/13/2016,Pending Review,6/13/2016,Review Period Expired,8/3/2016,Recommendation Issued,8/3/2016,SWC Public Hearing,8/3/2016,Review Period Expired,8/29/2016,Approved,9/8/2016,Issued,9/8/2016
1283230-DCA,Active,600 WEST 169TH REST. INC.,COOGANS,4015,BROADWAY,NEW YORK,NY,10032,Unenclosed,360,22,44,40382395,40.84168873,-73.93973071,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,30407-2016-RSWC,Unenclosed,360,22,44,Application Review Completed,1/6/2017,12/15/2018,,12/14/2016,Ready For Review,12/14/2016,Approved,,Proceed,1/6/2017,Review Period Expired,1/6/2017,Waived,1/6/2017,,,Approved,1/6/2017,Approved,1/6/2017,Issued,1/6/2017
0698346-DCA,Active,ROLL-N-ROASTER CORP.,,2901,EMMONS AVE,BROOKLYN,NY,11235,Enclosed,260,7,28,40366471,40.58423018,-73.93961744,315,48,http://www.nyc.gov/brooklyncb15,8073-2016-RSWC,Enclosed,260,7,28,Application Review Completed,5/11/2016,5/15/2018,,5/11/2016,Ready For Review,5/11/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,5/11/2016
,Inactive,PRESTO FRESH CAFE CORP.,,559,LENOX AVE,NEW YORK,NY,10037,Unenclosed,,9,18,50036864,40.81635762,-73.93946102,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,1718-2017-ASWC,Unenclosed,,9,18,Pending Review,2/15/2017,,,2/14/2017,Ready For Review,2/14/2017,Under Review,2/15/2017,Pending Review,2/15/2017,Pending Review,2/15/2017,Pending Review,,SWC Public Hearing,4/5/2017,Pending Review,,Pending Review,,Pending Review,
1451389-DCA,Active,"EL CONDE NUEVO BAR & RESTAURANT, CORP.",EL CONDE RESTAURANT,4139,BROADWAY,NEW YORK,NY,10033,Enclosed,280,7,28,41702563,40.84608247,-73.93872193,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,7326-2016-RSWC,Enclosed,280,7,28,Application Review Completed,4/27/2016,5/15/2018,,4/27/2016,Ready For Review,4/27/2016,Approved,,Proceed,4/27/2016,Review Period Expired,4/27/2016,Waived,4/27/2016,,,Approved,4/27/2016,Approved,4/27/2016,Issued,4/27/2016
2007736-DCA,Active,Malecon Restaurant Corp.,Malecon Restaurant,4141,BROADWAY,NEW YORK,NY,10033,Unenclosed,557,11,34,50006114,40.84650785,-73.93862757,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,16880-2016-RSWC,Unenclosed,557,11,34,Application Review Completed,3/1/2017,9/15/2018,6/1/2017,11/2/2016,Ready For Review,11/2/2016,Approved,1/3/2017,Pending Review,11/3/2016,Review Period Expired,12/24/2016,Waived,12/27/2016,,,Approved,3/1/2017,Approved,3/1/2017,Issued,3/1/2017
1425047-DCA,Active,MICADO BROOKLYN LLC,THE ANCHORED INN,57,WATERBURY ST,BROOKLYN,NY,11206,Unenclosed,242,5,30,41566334,40.70914948,-73.93717419,301,34,http://www.nyc.gov/brooklyncb1,5185-2016-RSWC,Unenclosed,242,5,30,Application Review Completed,3/25/2016,4/15/2018,,3/25/2016,Ready For Review,3/25/2016,Approved,,Proceed,3/25/2016,Review Period Expired,3/25/2016,Waived,3/25/2016,,,Approved,3/25/2016,Approved,3/25/2016,Issued,3/25/2016
1387916-DCA,Active,187 RESTAURANT CORP.,REFRIED BEANS MEXICAN GRILL,591,FORT WASHINGTON AVE,NEW YORK,NY,10033,Unenclosed,181,4,16,41414572,40.85501838,-73.93714485,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,25506-2015-RSWC,Unenclosed,181,4,16,Application Review Completed,1/25/2016,9/15/2017,,8/24/2015,Ready For Review,8/24/2015,Approved,10/15/2015,Pending Review,8/24/2015,Review Period Expired,10/14/2015,Waived,10/15/2015,,,Approved,1/25/2016,Approved,1/25/2016,Issued,1/25/2016
2027039-DCA,Active,KISMAT INDIAN RESTAURANT INC,KISMAT,603,FORT WASHINGTON AVE,NEW YORK,NY,10040,Unenclosed,432,28,56,40557912,40.85549594,-73.93710102,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,8729-2015-ASWC,Unenclosed,432,28,56,Application Review Completed,11/5/2015,9/15/2017,,6/18/2015,Ready For Review,6/18/2015,Approved,8/31/2015,Pending Review,6/22/2015,Review Period Expired,8/12/2015,Recommendation Issued,8/12/2015,SWC Public Hearing,8/12/2015,Approved,11/5/2015,Approved,11/5/2015,Issued,11/5/2015
,Inactive,TAMPOPO LLC,TAMPOPO RAMEN,1,BENNETT AVE,NEW YORK,NY,10033,Unenclosed,,3,7,50042411,40.85071703,-73.93641153,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,28743-2016-ASWC,Unenclosed,,3,7,Pending Review,12/22/2016,,,12/21/2016,Ready For Review,12/22/2016,Review Completed,12/22/2016,Pending Review,12/22/2016,Review Period Expired,2/11/2017,Recommendation Issued,2/23/2017,SWC Public Hearing,2/8/2017,Review Period Expired,3/16/2017,Pending Review,3/16/2017,Pending Review,
2042349-DCA,Inactive,"LA FIESTA 95, INC.",LA PINTA MEXICAN CUISINE,711,W 181ST ST,NEW YORK,NY,10033,Unenclosed,266,10,20,50038907,40.85071697,-73.93629948,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,5332-2016-ASWC,Unenclosed,266,10,20,Application Review Completed,9/27/2016,9/15/2018,,4/26/2016,Ready For Review,4/27/2016,Approved,8/15/2016,Pending Review,4/27/2016,Review Period Expired,6/18/2016,Recommendation Issued,8/12/2016,SWC Public Hearing,6/15/2016,Approved,9/27/2016,Approved,9/27/2016,Issued,9/27/2016
1455197-DCA,Active,"EAST HARLEM SMOKEHOUSE, INC.",HARLEY SMOKESHACK,355,E 116TH ST,NEW YORK,NY,10029,Unenclosed,81,2,8,41613392,40.79642359,-73.93606611,111,8,http://www.cb11m.org/,16596-2015-RSWC,Unenclosed,81,2,8,Application Review Completed,7/21/2015,4/15/2017,7/15/2015,4/16/2015,Ready For Review,4/16/2015,Approved,6/9/2015,,,Recommend Approval,6/1/2015,Recommendation Issued,6/1/2015,SWC Public Hearing,,Approved,7/10/2015,Approved,7/10/2015,Issued,7/20/2015
2034410-DCA,Active,HUMBERTO'S RICE AND BEANS LLC,,1318,SAINT NICHOLAS AVE,NEW YORK,NY,10033,Unenclosed,585,26,52,50041904,40.845823,-73.93601502,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,346-2016-ASWC,Unenclosed,585,26,52,Application Review Completed,5/3/2016,12/15/2018,5/6/2016,1/12/2016,Ready For Review,1/12/2016,Approved,1/13/2016,Pending Review,1/13/2016,Review Period Expired,3/4/2016,Recommendation Issued,3/16/2016,SWC Public Hearing,3/2/2016,Review Period Expired,4/6/2016,Approved,5/3/2016,Issued,5/3/2016
2005314-DCA,Active,DUTCH KILLS RESTORATION CORP.,DUTCH KILLS CENTRAAL,3840,29TH ST,LONG ISLAND CITY,NY,11101,Unenclosed,388,7,28,50000749,40.75373917,-73.93429518,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,30892-2016-RSWC,Unenclosed,388,7,28,Pending Review,3/13/2017,4/1/2017,4/1/2017,12/15/2016,Ready For Review,12/15/2016,Issued Temp Op Letter,2/17/2017,Pending Review,12/15/2016,Review Period Expired,2/5/2017,Waived,2/14/2017,,,Filed Recommendation,2/17/2017,Pending Review,,Pending Review,
2015893-DCA,Inactive,SOUTH BEACH RESTAURANT & BAR LLC,,1390,SAINT NICHOLAS AVE,NEW YORK,NY,10033,Unenclosed,166,4,16,41704653,40.84830048,-73.93425599,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,10723-2014-ASWC,Unenclosed,166,4,16,Application Review Completed,4/14/2015,9/15/2016,,8/4/2014,Ready For Review,8/5/2014,Approved,8/5/2014,,,,,,,,,Approved,4/14/2015,Approved,4/14/2015,Issued,4/14/2015
2038113-DCA,Active,"ESTRELLA DO NORTE RESTAURANT, INC",BEIJA-FLOR,3802,29TH ST,LONG ISLAND CITY,NY,11101,Unenclosed,267,13,26,50005087,40.75443052,-73.9337206,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,3852-2016-ASWC,Unenclosed,267,13,26,Application Review Completed,7/26/2016,9/15/2018,,3/29/2016,Ready For Review,3/29/2016,Approved,3/30/2016,Pending Review,3/30/2016,Review Period Expired,5/20/2016,Recommendation Issued,5/25/2016,SWC Public Hearing,5/25/2016,Review Period Expired,6/15/2016,Approved,7/26/2016,Issued,7/26/2016
,Inactive,RUE LA RUE INC,,4396,BROADWAY,NEW YORK,NY,10040,Unenclosed,,18,36,50057788,40.85467316,-73.93334237,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,3029-2017-ASWC,Unenclosed,,18,36,Pending Review,3/13/2017,,,3/10/2017,Ready For Review,3/13/2017,Under Review,3/13/2017,Pending Review,3/13/2017,Pending Review,3/13/2017,Pending Review,,SWC Public Hearing,5/3/2017,Pending Review,,Pending Review,,Pending Review,
1455725-DCA,Active,ABV UNLIMITED LLC,TUTU'S,25,BOGART ST,BROOKLYN,NY,11206,Unenclosed,264,18,36,41690235,40.70410781,-73.93313225,301,34,http://www.nyc.gov/brooklyncb1,12105-2015-RSWC,Unenclosed,264,18,36,Application Review Completed,8/20/2015,4/15/2017,7/30/2015,3/16/2015,Ready For Review,3/16/2015,Approved,3/18/2015,,,Review Period Expired,5/11/2015,Recommendation Issued,5/11/2015,SWC Public Hearing,,Review Period Expired,6/1/2015,Approved,6/12/2015,Issued,6/25/2015
2011786-DCA,Active,"THE GUILD OF LIQUIDUS INTENT, LLC",,12,GRATTAN ST,BROOKLYN,NY,11206,Unenclosed,168,9,18,41511019,40.70527409,-73.93270909,301,34,http://www.nyc.gov/brooklyncb1,12119-2016-RSWC,Unenclosed,168,9,18,Application Review Completed,1/3/2017,9/15/2018,,9/12/2016,Ready For Review,9/12/2016,Approved,11/3/2016,Pending Review,9/12/2016,Review Period Expired,11/3/2016,Waived,11/3/2016,,,Approved,1/3/2017,Approved,1/3/2017,Issued,1/3/2017
1470120-DCA,Active,INTERNATIONAL DRINK GROUP INC.,BUDDHA BEER BAR,4476,BROADWAY,NEW YORK,NY,10040,Unenclosed,110,5,10,41637468,40.85732658,-73.93212869,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,32766-2015-RSWC,Unenclosed,110,5,10,Application Review Completed,5/16/2016,12/15/2017,6/15/2016,12/10/2015,Ready For Review,12/10/2015,Approved,2/1/2016,Pending Review,12/10/2015,Review Period Expired,1/30/2016,Waived,2/1/2016,,,Approved,5/16/2016,Approved,5/16/2016,Issued,5/16/2016
1352645-DCA,Active,KARABINIS DINER CORP,OASIS DINER,2132,FLATBUSH AVE,BROOKLYN,NY,11234,Enclosed,473,15,46,41317827,40.61785792,-73.93197956,318,46,http://www.nyc.gov/html/cau/html/cb/cb.shtml,9217-2016-RSWC,Enclosed,473,15,46,Application Review Completed,6/14/2016,5/15/2018,,6/13/2016,Ready For Review,6/13/2016,Approved,,Proceed,6/13/2016,Recommend Approval,6/13/2016,Waived,6/13/2016,,,Approved,6/13/2016,Approved,6/13/2016,Issued,6/14/2016
2035049-DCA,Active,MYRTLE VILLAGE LLC,BIRDY'S,1215,MYRTLE AVE,BROOKLYN,NY,11221,Unenclosed,190,8,16,50041718,40.69759901,-73.93150512,304,34,http://www.nyc.gov/brooklyncb4,727-2016-ASWC,Unenclosed,190,8,16,Application Review Completed,5/31/2016,9/15/2018,,1/22/2016,Ready For Review,1/22/2016,Approved,3/29/2016,Pending Review,1/22/2016,Review Period Expired,3/14/2016,Recommendation Issued,3/24/2016,SWC Public Hearing,3/9/2016,Approved,5/31/2016,Approved,5/31/2016,Issued,5/31/2016
2032176-DCA,Active,BEL AIR DINER INC,,3191,21ST ST,ASTORIA,NY,11106,Unenclosed,464,13,26,40576812,40.76527366,-73.9314283,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,11721-2015-ASWC,Unenclosed,464,13,26,Application Review Completed,2/5/2016,9/15/2018,,8/21/2015,Ready For Review,8/25/2015,Approved,1/6/2016,Pending Review,8/25/2015,Review Period Expired,10/14/2015,Recommendation Issued,10/14/2015,SWC Public Hearing,10/14/2015,Approved,2/3/2016,Approved,2/3/2016,Issued,2/5/2016
1255149-DCA,Active,DULJO CORP.,BROTHERS PIZZA,3050,14TH ST,ASTORIA,NY,11102,Unenclosed,126,6,12,41158746,40.76971717,-73.93104826,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,23527-2015-RSWC,Unenclosed,126,6,12,Application Review Completed,10/1/2015,9/15/2017,,7/15/2015,Ready For Review,7/15/2015,Approved,9/9/2015,Pending Review,7/15/2015,Review Period Expired,9/4/2015,Waived,9/8/2015,,,Approved,10/1/2015,Approved,10/1/2015,Issued,10/1/2015
2027042-DCA,Active,SILVIA L. DURAN,GRITO MEXICAN GRILL,1555,SAINT NICHOLAS AVE,NEW YORK,NY,10040,Unenclosed,188,9,18,50002057,40.85363419,-73.93083836,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,9018-2015-ASWC,Unenclosed,188,9,18,Application Review Completed,10/8/2015,12/15/2017,,6/24/2015,Ready For Review,6/24/2015,Approved,8/31/2015,Pending Review,6/26/2015,Review Period Expired,8/12/2015,Recommendation Issued,8/12/2015,SWC Public Hearing,8/12/2015,Approved,10/2/2015,Approved,10/8/2015,Issued,10/8/2015
0987452-DCA,Active,UKATOSH CORPORATION,,3102,36TH AVE,ASTORIA,NY,11106,Enclosed,289,7,14,40551807,40.75631376,-73.92967609,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,6553-2016-RSWC,Enclosed,289,7,14,Application Review Completed,4/14/2016,5/15/2018,,4/13/2016,Ready For Review,4/13/2016,Approved,,Proceed,4/13/2016,Review Period Expired,4/13/2016,Waived,4/13/2016,,,Approved,4/13/2016,Approved,4/13/2016,Issued,4/14/2016
1283835-DCA,Active,"LIC SEAFOOD, INC.",OFF THE HOOK,3210,36TH AVE,ASTORIA,NY,11106,Unenclosed,123,6,13,41299744,40.75587129,-73.92874892,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,6321-2016-RSWC,Unenclosed,123,6,13,Application Review Completed,4/8/2016,4/15/2018,,4/8/2016,Ready For Review,4/8/2016,Approved,,Proceed,4/8/2016,Review Period Expired,4/8/2016,Waived,4/8/2016,,,Approved,4/8/2016,Approved,4/8/2016,Issued,4/8/2016
2046535-DCA,Active,"VIDA ENTERPRISES, INC.",,251,DYCKMAN ST,NEW YORK,NY,10034,Enclosed,425,19,38,50007898,40.86661223,-73.9281494,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,13402-2015-ASWC,Enclosed,425,19,38,Application Review Completed,2/15/2017,5/15/2019,,9/29/2015,Ready For Review,9/29/2015,Approved to Build,12/19/2016,Proceed,10/7/2016,Review Period Expired,10/8/2016,Recommendation Issued,12/16/2016,SWC Public Hearing,11/23/2016,Filed Recommendation,12/19/2016,Pending Review,9/29/2015,Pending Review,2/15/2017
2009046-DCA,Active,VIDA ENTERPRISE INC.,PAT'E PALO,251,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,435,23,46,50007898,40.86661223,-73.92814579,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,8784-2017-RSWC,Unenclosed,435,23,46,Pending Review,3/21/2017,4/21/2017,4/21/2017,2/22/2017,Ready For Review,2/22/2017,Issued Temp Op Letter,2/22/2017,Pending Review,2/22/2017,Pending Review,2/22/2017,Pending Review,,SWC Public Hearing,4/12/2017,Pending Review,,Pending Review,,Pending Review,
1208262-DCA,Active,VIDA CAFE INC,MAMAJUANA CAFE,247,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,822,44,89,41127243,40.86661221,-73.92810963,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,5208-2016-RSWC,Unenclosed,822,44,89,Application Review Completed,3/25/2016,12/15/2018,,3/25/2016,Ready For Review,3/25/2016,Approved,,Proceed,3/25/2016,Review Period Expired,3/25/2016,Waived,3/25/2016,,,Review Period Expired,3/25/2016,Waived,3/25/2016,Issued,3/25/2016
1298434-DCA,Active,SUSHI VIDA INC.,,237,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,134,12,32,41336495,40.86619201,-73.92769069,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,1029-2016-AMND,Unenclosed,501,12,32,Application Review Completed,12/14/2016,4/15/2017,,3/8/2016,Ready For Review,3/8/2016,Approved,3/17/2016,,,Review Period Expired,5/7/2016,Recommendation Issued,9/9/2016,SWC Public Hearing,5/4/2016,Review Period Expired,9/30/2016,Approved,12/13/2016,Issued,12/14/2016
1224759-DCA,Active,"SOL'S RESTAURANT, INC.",IL SOLE,233,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,542,13,38,41086967,40.86619197,-73.92763646,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,12538-2016-RSWC,Unenclosed,542,13,38,Application Review Completed,9/19/2016,9/15/2018,,9/19/2016,Ready For Review,9/19/2016,Approved,,Proceed,9/19/2016,Recommend Approval,9/19/2016,Waived,9/19/2016,,,Approved,9/19/2016,Approved,9/19/2016,Issued,9/19/2016
0974443-DCA,Active,"SAC'S PIZZA PLACE, INC.",SAC'S PLACE,2541,BROADWAY,ASTORIA,NY,11106,Enclosed,346,15,35,40389115,40.76303986,-73.92762941,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,108-2013-RSWC,Enclosed,346,15,35,Application Review Completed,6/3/2015,5/15/2017,,5/8/2015,,,Approved,,Proceed,3/31/2015,Recommend Approval,4/28/2015,Recommendation Issued,4/28/2015,SWC Public Hearing,,Approved,5/29/2015,Approved,5/29/2015,Issued,6/3/2015
2041108-DCA,Active,MAJA'S TAPAS RESTAURANT BAR INC.,MAJA'S TAPAS BAR,229,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,150,6,15,50001211,40.86619194,-73.92758223,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,5789-2016-ASWC,Unenclosed,150,6,15,Application Review Completed,1/11/2017,12/15/2018,,5/3/2016,Ready For Review,5/7/2016,Approved,8/1/2016,Pending Review,5/7/2016,Review Period Expired,6/27/2016,Recommendation Issued,7/1/2016,SWC Public Hearing,6/22/2016,Approved,9/16/2016,Approved,9/16/2016,Issued,1/11/2017
2011289-DCA,Active,IL POSTO TRATTORIA RUSTICA CORP,CAFE TABU,227,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,149,7,14,41704868,40.86599415,-73.9273149,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,19370-2016-RSWC,Unenclosed,149,7,14,Pending Review,3/16/2017,4/27/2017,4/27/2017,11/10/2016,Ready For Review,11/10/2016,Issued Temp Op Letter,11/15/2016,Pending Review,11/10/2016,Review Period Expired,1/5/2017,Waived,2/23/2017,,,Review Period Expired,3/16/2017,Pending Review,,Pending Review,
2011448-DCA,Active,CORCHO CORP.,CORCHO WINE ROOM,227,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,118,8,16,,40.86599415,-73.9273149,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,7282-2017-RSWC,Unenclosed,118,8,16,Pending Review,2/28/2017,5/15/2017,5/15/2017,2/13/2017,Ready For Review,2/13/2017,Issued Temp Op Letter,2/14/2017,Pending Review,2/14/2017,Pending Review,2/14/2017,Pending Review,,SWC Public Hearing,4/5/2017,Pending Review,,Pending Review,,Pending Review,
