LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2036389-DCA,Active,WEN ZI INC.,BIANG,157,2ND AVE,NEW YORK,NY,10003,Unenclosed,158,8,16,50044699,40.72974336298888,-73.98711561152452,103,2,http://www.nyc.gov/manhattancb3,2031-2016-ASWC,Unenclosed,158,8,16,Application Review Completed,06/14/2016,09/15/2018,,02/25/2016,Ready For Review,02/25/2016,Approved,04/29/2016,Pending Review,02/25/2016,Review Period Expired,04/16/2016,Recommendation Issued,04/21/2016,SWC Public Hearing,04/13/2016,Approved,06/14/2016,Approved,06/14/2016,Issued,06/14/2016
0920983-DCA,Active,"RESTAURANT VENTURES OF NY, INC.",SAVORE RISTORANTE,200,SPRING ST,NEW YORK,NY,10012,Unenclosed,293,10,20,40401025,40.724932476143344,-74.00338411758614,102,3,http://www.nyc.gov/manhattancb2,9983-2016-RSWC,Unenclosed,293,10,20,Application Review Completed,08/05/2016,09/15/2018,,07/14/2016,Ready For Review,07/14/2016,Approved,,Proceed,08/05/2016,Review Period Expired,08/05/2016,Waived,08/05/2016,,,Approved,08/05/2016,Approved,08/05/2016,Issued,08/05/2016
2035041-DCA,Active,506 La Guardia Place Restaurant LLC,FREUD,506,LAGUARDIA PL,NEW YORK,NY,10012,Unenclosed,198,6,12,50044932,40.72773217650517,-73.99945880707456,102,1,http://www.nyc.gov/manhattancb2,667-2016-ASWC,Unenclosed,198,6,12,Application Review Completed,05/16/2016,04/15/2018,,01/21/2016,Ready For Review,01/21/2016,Approved,03/29/2016,Pending Review,01/21/2016,Recommend Approval,02/26/2016,Recommendation Issued,03/24/2016,SWC Public Hearing,03/09/2016,Approved,05/11/2016,Approved,05/11/2016,Issued,05/16/2016
2037219-DCA,Active,JETHOU LLC,PIZZA BEACH,167,ORCHARD ST,NEW YORK,NY,10002,Small Unenclosed,264,9,18,50038923,40.72133908398603,-73.98870819087196,103,1,http://www.nyc.gov/manhattancb3,2656-2016-ASWC,Small Unenclosed,264,9,18,Application Review Completed,06/10/2016,09/15/2018,,03/09/2016,Ready For Review,03/09/2016,Approved,05/10/2016,Pending Review,03/09/2016,Review Period Expired,04/29/2016,Recommendation Issued,05/10/2016,SWC Public Hearing,04/27/2016,Approved,06/10/2016,Approved,06/10/2016,Issued,06/10/2016
2015890-DCA,Active,"ARTISANAL FROMAGERIE & BISTRO, LLC",,2,PARK AVE,NEW YORK,NY,10016,Unenclosed,215,16,39,40815623,40.74633201428505,-73.98234857585788,105,2,http://www.cb5.org,13654-2014-ASWC,Unenclosed,215,16,39,Application Review Completed,03/16/2015,12/15/2017,,10/06/2014,Ready For Review,10/07/2014,Approved,11/13/2014,,,Recommend Approval,11/25/2014,Recommendation Issued,11/25/2014,SWC Public Hearing,,Approved,03/03/2015,Approved,03/03/2015,Issued,03/16/2015
2042774-DCA,Active,E2 185 BLEECKER LLC,,185,BLEECKER ST,NEW YORK,NY,10012,Unenclosed,116,3,6,50049466,40.72924453428038,-74.00096334526998,102,1,http://www.nyc.gov/manhattancb2,7110-2016-ASWC,Unenclosed,116,3,6,Application Review Completed,10/07/2016,12/15/2018,,05/26/2016,Ready For Review,05/27/2016,Approved,08/01/2016,Pending Review,05/27/2016,Review Period Expired,07/17/2016,Recommendation Issued,07/28/2016,SWC Public Hearing,07/13/2016,Approved,10/07/2016,Approved,10/07/2016,Issued,10/07/2016
,Inactive,MADREL LLC,MARLO BISTRO,1018,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,448,17,33,,40.80289408457085,-73.96413257281282,107,7,http://www.nyc.gov/mcb7,1147-2017-ASWC,Unenclosed,448,17,33,Pending Review,02/01/2017,,,01/31/2017,Ready For Review,01/31/2017,Under Review,02/01/2017,Pending Review,02/01/2017,Pending Review,02/01/2017,Pending Review,,SWC Public Hearing,03/22/2017,Pending Review,,Pending Review,,Pending Review,
1160619-DCA,Inactive,OLYMPIAN SUMMIT INC.,STEINWAY BILLARDS & CAFE,3525,STEINWAY ST,ASTORIA,NY,11101,Unenclosed,241,10,20,40607341,40.754275220050566,-73.92238365690415,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,15405-2014-RSWC,Unenclosed,241,10,20,Application Review Completed,05/01/2015,09/15/2016,01/31/2015,09/17/2014,Ready For Review,09/17/2014,Approved,09/24/2014,,,Recommend Approval,11/14/2014,Recommendation Issued,11/14/2014,SWC Public Hearing,,Approved,01/07/2015,Approved,01/07/2015,Issued,05/01/2015
1338974-DCA,Active,ABITINO'S PIZZA 49TH STREET CORP.,,936,2ND AVE,NEW YORK,NY,10022,Enclosed,200,8,16,41292258,40.75460723039309,-73.96854400448525,106,4,http://cbsix.org,170-2013-RSWC,Enclosed,200,8,16,Application Review Completed,06/15/2015,05/15/2017,,06/15/2015,,,Approved,,Proceed,04/14/2015,Recommend Approval,04/14/2015,Recommendation Issued,04/14/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,05/29/2015,Issued,06/15/2015
1474655-DCA,Active,EAT LEXINGTON 87 LLC,ELI'S ESSENTIALS,1291,LEXINGTON AVE,NEW YORK,NY,10028,Unenclosed,76,4,8,50002902,40.779909291801204,-73.95511078120192,108,5,http://www.cb8m.com/,14165-2015-RSWC,Unenclosed,76,4,8,Application Review Completed,08/20/2015,04/15/2017,,04/01/2015,Ready For Review,04/01/2015,Approved,04/06/2015,,,Review Period Expired,05/27/2015,Recommendation Issued,05/27/2015,SWC Public Hearing,,Approved,07/24/2015,Approved,07/24/2015,Issued,08/10/2015
1280217-DCA,Active,CALOUNE CORP.,,5012,VERNON BLVD,LONG ISLAND CITY,NY,11101,Unenclosed,112,4,8,40880194,40.74240756431156,-73.95435655886419,402,26,http://www.cb2queens.org/,5945-2016-RSWC,Unenclosed,112,4,8,Application Review Completed,06/29/2016,04/15/2018,,04/04/2016,Ready For Review,04/05/2016,Approved,06/07/2016,Pending Review,04/05/2016,Recommend Approval,05/25/2016,Waived,05/25/2016,,,Approved,06/29/2016,Approved,06/29/2016,Issued,06/29/2016
2010340-DCA,Active,ELLA HOSPITALITY LLC,MEDOWSWEET,149,BROADWAY,BROOKLYN,NY,11211,Unenclosed,163,4,16,50008761,40.71044254815909,-73.96320842552191,301,34,http://www.nyc.gov/brooklyncb1,30522-2016-RSWC,Unenclosed,163,4,16,Application Review Completed,03/22/2017,12/15/2018,,12/14/2016,Ready For Review,12/14/2016,Approved,02/06/2017,Pending Review,12/14/2016,Review Period Expired,02/05/2017,Waived,02/06/2017,,,Approved,03/22/2017,Approved,03/22/2017,Issued,03/22/2017
2041240-DCA,Active,NORTH TENTH & KENT RISTORANTE LLC,,65,KENT AVE,BROOKLYN,NY,11249,Unenclosed,618,31,63,50051343,40.7219282083894,-73.95973153619147,301,33,http://www.nyc.gov/brooklyncb1,7463-2016-ASWC,Unenclosed,618,31,63,Application Review Completed,09/23/2016,12/15/2018,,06/03/2016,Ready For Review,06/06/2016,Approved,08/01/2016,Pending Review,06/06/2016,Review Period Expired,07/27/2016,Recommendation Issued,07/27/2016,SWC Public Hearing,07/27/2016,Approved,09/23/2016,Approved,09/23/2016,Issued,09/23/2016
1226371-DCA,Active,MANHATTAN ISLAND GROUP LLC,FRESH SALT,146,BEEKMAN ST,NEW YORK,NY,10038,Unenclosed,162,6,12,41046488,40.707075085962565,-74.00252117751548,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,5549-2016-RSWC,Unenclosed,162,6,12,Application Review Completed,03/30/2016,04/15/2018,,03/30/2016,Ready For Review,03/30/2016,Approved,,Proceed,03/30/2016,Recommend Approval,03/30/2016,Waived,03/30/2016,,,Approved,03/30/2016,Approved,03/30/2016,Issued,03/30/2016
2024387-DCA,Inactive,KIKU ASIAN BISTRO(USA) INC.,,2,LINCOLN PL,BROOKLYN,NY,11217,Unenclosed,247,7,14,50032580,40.677481901971795,-73.97932758640586,306,39,http://www.brooklyncb6.org/,2357-2015-ASWC,Unenclosed,247,7,14,Application Review Completed,08/20/2015,04/15/2017,,03/03/2015,Ready For Review,03/13/2015,Approved,06/19/2015,,,Recommend Approval,06/10/2015,Recommendation Issued,06/15/2015,SWC Public Hearing,,Approved,07/10/2015,Approved,07/10/2015,Issued,07/23/2015
1381059-DCA,Active,1475 SECOND AVENUE BAGEL LLC,PICK A BAGEL,1475,2ND AVE,NEW YORK,NY,10075,Unenclosed,164,10,20,41422914,40.77195825127373,-73.95631838703186,108,4,http://www.cb8m.com/,25283-2015-RSWC,Unenclosed,164,10,20,Application Review Completed,11/02/2015,09/15/2017,,08/13/2015,Ready For Review,08/13/2015,Approved,09/29/2015,Pending Review,08/13/2015,Review Period Expired,09/29/2015,Waived,09/29/2015,,,Approved,11/02/2015,Approved,11/02/2015,Issued,11/02/2015
1468690-DCA,Active,243 E. 14TH CAFE INC.,THE WINSLOW,243,E 14TH ST,NEW YORK,NY,10003,Small Unenclosed,124,3,12,50001547,40.73277614928812,-73.98569338407016,106,2,http://cbsix.org,27405-2015-RSWC,Small Unenclosed,124,3,12,Application Review Completed,06/03/2016,12/15/2017,,10/20/2015,Ready For Review,10/20/2015,Approved,04/11/2016,Pending Review,10/21/2015,Review Period Expired,12/11/2015,Waived,04/11/2016,,,Approved,06/03/2016,Approved,06/03/2016,Issued,06/03/2016
2026137-DCA,Active,BIRDBATH VENTURES LLC,,274,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,161,4,8,50034074,40.77798374350502,-73.97854536550578,107,6,http://www.nyc.gov/mcb7,7383-2015-ASWC,Unenclosed,161,4,8,Application Review Completed,09/16/2015,09/15/2017,,05/26/2015,Ready For Review,06/02/2015,Approved,07/28/2015,,,Review Period Expired,07/23/2015,Recommendation Issued,07/23/2015,SWC Public Hearing,07/22/2015,Approved,08/21/2015,Approved,08/21/2015,Issued,08/25/2015
2038130-DCA,Active,TOURBILLON 45 LLC,CAFE ALTRO PARADISO,234,SPRING ST,NEW YORK,NY,10013,Unenclosed,163,5,20,50044208,40.72556646733649,-74.00473708812684,102,3,http://www.nyc.gov/manhattancb2,3007-2016-ASWC,Unenclosed,163,5,20,Application Review Completed,06/28/2016,12/15/2018,,03/15/2016,Ready For Review,03/19/2016,Approved,06/07/2016,Pending Review,03/19/2016,Review Period Expired,05/09/2016,Recommendation Issued,05/16/2016,SWC Public Hearing,05/04/2016,Approved,06/28/2016,Approved,06/28/2016,Issued,06/28/2016
1384241-DCA,Active,"ONE 29 PARK, LLC",,420,PARK AVE S,NEW YORK,NY,10016,Unenclosed,318,8,32,41552594,40.743914123354216,-73.98394431897994,105,2,http://www.cb5.org,15831-2015-RSWC,Unenclosed,318,8,32,Application Review Completed,08/20/2015,04/15/2017,,04/13/2015,Ready For Review,04/13/2015,Approved,04/16/2015,,,Recommend Approval,05/15/2015,Recommendation Issued,05/15/2015,SWC Public Hearing,,Review Period Expired,06/10/2015,Approved,07/10/2015,Issued,07/14/2015
1215929-DCA,Inactive,"BARAONDA RESTAURANT, INC.",,1439,2ND AVE,NEW YORK,NY,10021,Unenclosed,524,20,40,40394449,40.77077832407999,-73.957145916313,108,4,http://www.cb8m.com/,15275-2014-RSWC,Unenclosed,524,20,40,Application Review Completed,01/01/2015,09/15/2016,03/15/2015,09/15/2014,Ready For Review,09/15/2014,Approved,09/19/2014,,,Recommend Approval,11/13/2014,Recommendation Issued,11/13/2014,SWC Public Hearing,,Approved,12/31/2014,Approved,12/31/2014,Issued,01/01/2015
1465213-DCA,Inactive,STATION HOSPITALITY LLC,STATION,166,N 7TH ST,BROOKLYN,NY,11211,Unenclosed,98,5,20,41654334,40.7175990191745,-73.95776811623358,301,33,http://www.nyc.gov/brooklyncb1,25456-2015-RSWC,Unenclosed,98,5,20,Application Review Completed,12/04/2015,09/15/2017,,08/18/2015,Ready For Review,09/11/2015,Approved,11/10/2015,Pending Review,09/11/2015,Review Period Expired,11/01/2015,Waived,11/09/2015,,,Review Period Expired,12/08/2015,Approved,12/08/2015,Issued,12/04/2015
,Inactive,THE CRABBY SHACK LLC,THE CRABBY SHACK,613,FRANKLIN AVE,BROOKLYN,NY,11238,Unenclosed,,12,24,50011214,40.67734613415788,-73.95546102437014,308,35,http://www.brooklyncb8.org/,28376-2016-ASWC,Unenclosed,,12,24,Pending Review,12/13/2016,,,12/12/2016,Ready For Review,12/12/2016,Review Completed,12/13/2016,Pending Review,12/13/2016,Review Period Expired,02/02/2017,Recommendation Issued,02/16/2017,SWC Public Hearing,02/01/2017,Review Period Expired,03/09/2017,Pending Review,03/09/2017,Pending Review,
1334107-DCA,Active,TREL RESTAURANT INC.,ROSIE O'GRADY'S,800,7TH AVE,NEW YORK,NY,10019,Small Unenclosed,382,7,28,40374711,40.762613855474434,-73.98240201835488,105,4,http://www.cb5.org,16550-2015-RSWC,Small Unenclosed,382,7,28,Application Review Completed,08/20/2015,04/15/2017,08/30/2015,04/16/2015,Ready For Review,04/16/2015,Approved,04/22/2015,,,Recommend Approval,05/15/2015,Recommendation Issued,05/15/2015,SWC Public Hearing,,Review Period Expired,06/10/2015,Approved,07/02/2015,Issued,07/02/2015
1418818-DCA,Inactive,"TRIBECA GRAND HOTEL, INC.",TRIBECA GRAND HOTEL,32,WHITE ST,NEW YORK,NY,10013,Unenclosed,575,21,42,40751835,40.71937429342966,-74.0047222180099,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,20811-2016-RSWC,Unenclosed,575,21,42,Pending Review,12/20/2016,02/15/2017,02/15/2017,11/17/2016,Ready For Review,11/17/2016,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2009831-DCA,Active,BT RESTAURANT ENTERPRISES LLC,TESSA,349,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,126,8,16,50007925,40.78141205881659,-73.97931337438087,107,6,http://www.nyc.gov/mcb7,5776-2016-RSWC,Unenclosed,126,8,16,Application Review Completed,08/03/2016,04/15/2018,,03/31/2016,Ready For Review,03/31/2016,Approved,06/07/2016,Pending Review,03/31/2016,Review Period Expired,05/21/2016,Waived,05/25/2016,,,Approved,08/03/2016,Approved,08/03/2016,Issued,08/03/2016
1101272-DCA,Active,659 REST. INC.,MERCURY BAR,659,9TH AVE,NEW YORK,NY,10036,Unenclosed,126,4,8,40677553,40.760885663902904,-73.99105143295189,104,3,http://www.nyc.gov/mcb4,27514-2015-RSWC,Unenclosed,126,4,8,Application Review Completed,04/29/2016,12/15/2017,,10/27/2015,Ready For Review,10/27/2015,Approved,12/17/2015,Pending Review,10/27/2015,Recommend Approval,12/14/2015,Waived,12/14/2015,,,Approved,04/29/2016,Approved,04/29/2016,Issued,04/29/2016
0835262-DCA,Active,"TARO REST, INC.",DUE,1396,3RD AVE,NEW YORK,NY,10075,Unenclosed,84,4,8,40386999,40.77467039368354,-73.95722645307164,108,5,http://www.cb8m.com/,30431-2016-RSWC,Unenclosed,84,4,8,Application Review Completed,12/14/2016,12/15/2018,,12/14/2016,Ready For Review,12/14/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,12/14/2016
2047696-DCA,Active,CAFE CORTADITO LLC,CAFE CORTADITO,210,E 3RD ST,NEW YORK,NY,10009,Unenclosed,105,6,12,41264071,40.72239507990914,-73.9827661894246,103,2,http://www.nyc.gov/manhattancb3,26951-2016-ASWC,Unenclosed,105,6,12,Application Review Completed,03/10/2017,09/15/2019,,11/16/2016,Ready For Review,11/16/2016,Approved,01/27/2017,,,Review Period Expired,01/11/2017,Recommendation Issued,01/25/2017,SWC Public Hearing,01/11/2017,Approved,03/09/2017,Approved,03/09/2017,Issued,03/10/2017
1097155-DCA,Active,BAR GIACOSA CORP.,BAR PITTI,268,AVENUE OF THE AMERICAS,NEW YORK,NY,10014,Unenclosed,480,21,49,41490544,40.72909081123215,-74.00218646399611,102,3,http://www.nyc.gov/manhattancb2,5197-2016-RSWC,Unenclosed,480,21,49,Application Review Completed,03/25/2016,04/15/2018,,03/25/2016,Ready For Review,03/25/2016,Approved,,Proceed,03/25/2016,Review Period Expired,03/25/2016,Waived,03/25/2016,,,Approved,03/25/2016,Approved,03/25/2016,Issued,03/25/2016
1096363-DCA,Active,"THIRD AVE. REST., INC.",JAKE'S DILEMMA,430,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,197,8,19,40401453,40.7843788133305,-73.97768749251934,107,6,http://www.nyc.gov/mcb7,11203-2016-RSWC,Unenclosed,197,8,19,Application Review Completed,08/26/2016,09/15/2018,,08/26/2016,Ready For Review,08/26/2016,Approved,,Proceed,08/26/2016,Review Period Expired,08/26/2016,Waived,08/26/2016,,,Approved,08/26/2016,Approved,08/26/2016,Issued,08/26/2016
2006629-DCA,Inactive,SPORTS BAR POLONIA OF N.Y. INC,NIGHTS AND WEEKENDS,1,BEDFORD AVE,BROOKLYN,NY,11222,Unenclosed,348,12,26,41602871,40.72382148211339,-73.95107181239698,301,33,http://www.nyc.gov/brooklyncb1,1565-2014-ASWC,Unenclosed,348,12,26,Application Review Completed,06/19/2014,09/15/2016,,02/11/2014,Ready For Review,02/11/2014,Approved,02/11/2014,,,Recommend Approval,04/22/2014,Recommendation Issued,04/22/2014,SWC Public Hearing,,Approved,06/18/2014,Approved,06/18/2014,Issued,06/19/2014
1136163-DCA,Active,LENOX ROOM CORP.,,1278,3RD AVE,NEW YORK,NY,10021,Unenclosed,85,4,8,40400657,40.770757427960284,-73.96010275250957,108,4,http://www.cb8m.com/,25347-2015-RSWC,Unenclosed,85,4,8,Application Review Completed,11/03/2015,09/15/2017,12/15/2015,08/14/2015,Ready For Review,08/14/2015,Approved,09/29/2015,,,Review Period Expired,09/29/2015,Waived,09/29/2015,,,Approved,11/02/2015,Approved,11/02/2015,Issued,11/03/2015
,Inactive,SWEETGREEN NEW YORK LLC,SWEETGREEN 61 & LEX,137,E 61ST ST,NEW YORK,NY,10065,Unenclosed,,4,10,,40.76366184672815,-73.9674820275789,108,4,http://www.cb8m.com/,2063-2017-ASWC,Unenclosed,,4,10,Pending Review,02/27/2017,,,02/22/2017,Ready For Review,02/27/2017,Under Review,02/27/2017,Pending Review,02/27/2017,Pending Review,02/27/2017,Pending Review,,SWC Public Hearing,04/19/2017,Pending Review,,Pending Review,,Pending Review,
1382170-DCA,Inactive,AMINA 50 INC.,PESCATORE,955,2ND AVE,NEW YORK,NY,10022,Unenclosed,144,6,12,41535860,40.75537846139868,-73.9683884339168,106,4,http://cbsix.org,34357-2015-RSWC,Unenclosed,144,6,12,Application Review Completed,05/23/2016,12/15/2017,07/15/2016,12/28/2015,Ready For Review,12/28/2015,Approved,02/26/2016,Pending Review,12/28/2015,Review Period Expired,02/17/2016,Waived,02/25/2016,,,Review Period Expired,05/20/2016,Approved,05/20/2016,Issued,05/23/2016
2009830-DCA,Active,Anejo Tribeca LLC,Anejo Tribeca,31,WALKER ST,NEW YORK,NY,10013,Unenclosed,244,12,24,50009477,40.71925903602331,-74.00413779579068,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,1799-2017-RSWC,Unenclosed,244,12,24,Pending Review,02/21/2017,05/31/2017,05/31/2017,01/12/2017,Ready For Review,01/12/2017,Issued Temp Op Letter,01/13/2017,Pending Review,01/13/2017,Review Period Expired,03/05/2017,Waived,03/06/2017,,,Pending Review,03/06/2017,Pending Review,,Pending Review,
1389508-DCA,Active,SHAKE SHACK FULTON STREET BROOKLYN LLC,SHAKE SHACK,409,FULTON ST,BROOKLYN,NY,11201,Enclosed,613,16,62,41583286,40.6921100805245,-73.98858332402726,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,129-2013-RSWC,Enclosed,613,16,62,Application Review Completed,09/22/2015,05/15/2017,07/30/2015,07/07/2015,,,Approved,,Proceed,05/08/2014,Recommend Approval,05/08/2014,Recommendation Issued,05/08/2014,SWC Public Hearing,,Approved,05/19/2015,Approved,05/19/2015,Issued,09/22/2015
1473612-DCA,Active,"SOCIALE, LLC",SOCIALE,72,HENRY ST,BROOKLYN,NY,11201,Unenclosed,212,10,20,50000422,40.69871157182451,-73.99253839498313,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,27441-2015-RSWC,Unenclosed,212,10,20,Application Review Completed,01/20/2016,12/15/2017,03/15/2016,10/22/2015,Ready For Review,10/22/2015,Approved,12/17/2015,Pending Review,10/22/2015,Review Period Expired,12/12/2015,Waived,12/14/2015,,,Approved,01/20/2016,Approved,01/20/2016,Issued,01/20/2016
1170995-DCA,Active,ENTERPRISE RESTAURANT LLC,,21,E 62ND ST,NEW YORK,NY,10065,Small Unenclosed,119,8,16,40679229,40.7658117481334,-73.97032928045441,108,4,http://www.cb8m.com/,4370-2016-RSWC,Small Unenclosed,119,8,16,Application Review Completed,03/18/2016,04/15/2018,,03/18/2016,Ready For Review,03/18/2016,Approved,,Proceed,03/18/2016,Recommend Approval,03/18/2016,Waived,03/18/2016,,,Approved,03/18/2016,Approved,03/18/2016,Issued,03/18/2016
1461135-DCA,Inactive,OVERTIME 1ST AVENUE CORP,PRIME ONE 16 E.HARLEM NYC,2257,1 AVENUE,NEW YORK,NY,10029,Unenclosed,266,16,32,41721716,40.11238533659802,-77.51958437167269,0,0,http://www.nyc.gov/html/cau/html/cb/cb.shtml,16383-2015-RSWC,Unenclosed,266,16,32,Application Review Completed,08/20/2015,04/15/2017,,04/15/2015,Ready For Review,04/15/2015,Approved,07/08/2015,,,Recommend Denial,06/01/2015,Recommendation Issued,07/02/2015,SWC Public Hearing,,Approved,08/10/2015,Approved,08/10/2015,Issued,08/10/2015
2005255-DCA,Active,BLACK FOREST HOSPITALITY GROUP LLC,BLACK FOREST BROOKLYN,733,FULTON ST,BROOKLYN,NY,11217,Unenclosed,270,14,30,50003498,40.68678310659468,-73.97513483611647,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,5833-2016-RSWC,Unenclosed,270,14,30,Application Review Completed,07/22/2016,04/15/2018,,04/01/2016,Ready For Review,04/06/2016,Approved,06/07/2016,Pending Review,04/06/2016,Review Period Expired,05/25/2016,Waived,05/25/2016,,,Approved,07/22/2016,Approved,07/22/2016,Issued,07/22/2016
1247606-DCA,Active,HILL COUNTRY NEW YORK LLC,,30,W 26TH ST,NEW YORK,NY,10010,Unenclosed,180,7,16,41240424,40.744161846731444,-73.99012620668562,105,3,http://www.cb5.org,26291-2015-RSWC,Unenclosed,180,7,16,Application Review Completed,12/17/2015,09/15/2017,,09/15/2015,Ready For Review,09/15/2015,Approved,11/10/2015,Pending Review,09/15/2015,Review Period Expired,11/06/2015,Waived,11/09/2015,,,Approved,12/17/2015,Approved,12/17/2015,Issued,12/17/2015
1308519-DCA,Active,"STINKY VINE, LLC",,282,SMITH ST,BROOKLYN,NY,11231,Unenclosed,190,8,16,41319146,40.68226772425996,-73.9936615432588,306,39,http://www.brooklyncb6.org/,26346-2015-RSWC,Unenclosed,190,8,16,Application Review Completed,02/29/2016,09/15/2017,,09/16/2015,Ready For Review,09/16/2015,Approved,11/10/2015,Pending Review,09/16/2015,Review Period Expired,11/06/2015,Waived,11/09/2015,,,Approved,02/29/2016,Approved,02/29/2016,Issued,02/29/2016
2044218-DCA,Active,609 EDIBLES INC,TINO'S DELICATESSEN,2410,ARTHUR AVE,BRONX,NY,10458,Unenclosed,123,2,8,41338145,40.85575986035693,-73.88720431238225,206,15,http://www.bronxmall.com/commboards/cd6.html,10551-2016-ASWC,Unenclosed,123,2,4,Application Review Completed,11/21/2016,12/15/2018,01/17/2017,07/27/2016,Ready For Review,07/27/2016,Approved,09/29/2016,Pending Review,07/27/2016,Review Period Expired,09/16/2016,Recommendation Issued,09/28/2016,SWC Public Hearing,09/14/2016,Approved,11/21/2016,Approved,11/21/2016,Issued,11/21/2016
1022739-DCA,Active,TERMINUS RESTAURANT ASSOCIATES LLC,ORSAY RESTAURANT,1057,LEXINGTON AVE,NEW YORK,NY,10021,Enclosed,371,14,28,40716489,40.77238247483872,-73.96057112732764,108,4,http://www.cb8m.com/,13006-2014-RSWC,Enclosed,371,14,28,Application Review Completed,11/28/2016,05/15/2018,,12/05/2016,Ready For Review,07/17/2014,Approved,10/11/2016,Proceed Objections Cured,10/06/2016,Review Period Expired,10/06/2016,Waived,10/06/2016,,,Approved,11/28/2016,Approved,11/28/2016,Issued,11/28/2016
2006948-DCA,Active,402 8TH AVE. REST. INC.,MOLLY WEE PUB,402,8TH AVE,NEW YORK,NY,10001,Unenclosed,196,7,14,40374277,40.749654408224664,-73.9950987877095,105,3,http://www.cb5.org,22733-2016-RSWC,Unenclosed,196,7,14,Application Review Completed,03/01/2017,12/15/2018,,11/23/2016,Ready For Review,11/23/2016,Approved,01/20/2017,Pending Review,11/23/2016,Review Period Expired,01/15/2017,Waived,01/19/2017,,,Approved,03/01/2017,Approved,03/01/2017,Issued,03/01/2017
1315623-DCA,Inactive,ALA TURK INC,,1417,2ND AVE,NEW YORK,NY,10021,Unenclosed,297,12,22,41204031,40.77012799982244,-73.9576301082986,108,4,http://www.cb8m.com/,26601-2015-RSWC,Unenclosed,297,12,22,Pending Review,06/17/2016,09/15/2016,09/15/2016,09/22/2015,Ready For Review,09/22/2015,Issued Temp Op Letter,11/10/2015,Pending Review,09/22/2015,Recommend Approval,11/09/2015,Waived,11/09/2015,,,Filed Recommendation,11/10/2015,Pending Review,,Pending Review,
1220381-DCA,Inactive,EP PROPERTIES LTD.,PER LEI RESTAURANT,1347,2ND AVE,NEW YORK,NY,10021,Unenclosed,448,21,44,41100740,40.76812760401162,-73.95906821730938,108,4,http://www.cb8m.com/,7935-2016-RSWC,Unenclosed,448,21,44,Application Review Completed,05/09/2016,04/15/2018,,05/09/2016,Ready For Review,05/09/2016,Approved,,Proceed,05/09/2016,Review Period Expired,05/09/2016,Waived,05/09/2016,,,Approved,05/09/2016,Approved,05/09/2016,Issued,05/09/2016
2038117-DCA,Active,ICON TWO LLC,,218,BOWERY,NEW YORK,NY,10012,Unenclosed,226,11,22,50034769,40.72199545771636,-73.99361086553326,102,1,http://www.nyc.gov/manhattancb2,3200-2016-ASWC,Unenclosed,226,11,22,Application Review Completed,07/06/2016,04/15/2018,,03/18/2016,Ready For Review,03/18/2016,Approved,03/18/2016,Pending Review,03/18/2016,Review Period Expired,05/08/2016,Recommendation Issued,05/16/2016,SWC Public Hearing,05/04/2016,Approved,06/07/2016,Approved,07/06/2016,Issued,07/06/2016
2044029-DCA,Active,FM70 INC.,BISTRO CASSIS,225,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,168,6,14,50053563,40.776194337172925,-73.97943414437712,107,6,http://www.nyc.gov/mcb7,13474-2016-ASWC,Unenclosed,168,6,14,Application Review Completed,02/07/2017,04/15/2017,,09/22/2016,Ready For Review,09/22/2016,Approved,09/29/2016,Pending Review,09/22/2016,Pending Review,09/22/2016,Pending Review,09/22/2016,,,Pending Review,09/22/2016,Approved,02/07/2017,Issued,02/07/2017
